fecha	cols	rows	boosting	objective	metric	first_metric_only	boost_from_average	feature_pre_filter	force_row_wise	verbosity	max_depth	min_gain_to_split	min_sum_hessian_in_leaf	lambda_l1	lambda_l2	max_bin	num_iterations	bagging_fraction	pos_bagging_fraction	neg_bagging_fraction	is_unbalance	scale_pos_weight	drop_rate	max_drop	skip_drop	extra_trees	seed	learning_rate	feature_fraction	num_leaves	min_data_in_leaf	estimulos	ganancia	iteracion_bayesiana
20231128 091420	551	2951478	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	234	1	1	1	FALSE	1	0.1	50	0.5	TRUE	2	0.10425084249576	0.718336820912584	421	34081	13507	154738036.481759	69
20231128 092323	551	2951478	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	243	1	1	1	FALSE	1	0.1	50	0.5	TRUE	2	0.0795117381199773	0.759599368596635	263	43144	11717	157024598.2009	70
20231128 092956	551	2951478	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	75	1	1	1	FALSE	1	0.1	50	0.5	TRUE	2	0.114403452764056	0.845409105557772	355	49980	11712	152412101.949025	71
20231128 094805	551	2951478	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	832	1	1	1	FALSE	1	0.1	50	0.5	TRUE	2	0.0229402307333484	0.960443971214646	911	49975	13876	157438514.742629	72
20231128 100334	551	2951478	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	381	1	1	1	FALSE	1	0.1	50	0.5	TRUE	2	0.0254040658255918	0.567990011359503	771	34602	11698	153488492.753623	73
20231128 101136	551	2951478	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	84	1	1	1	FALSE	1	0.1	50	0.5	TRUE	2	0.0503521021388872	0.903033988064962	117	27536	12708	153480061.969015	74
20231128 102954	551	2951478	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	872	1	1	1	FALSE	1	0.1	50	0.5	TRUE	2	0.0228300182531686	0.979182718476024	563	49888	12077	156786997.001499	75
20231128 104451	551	2951478	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	625	1	1	1	FALSE	1	0.1	50	0.5	TRUE	2	0.0323338429988695	0.717548419370645	657	49931	13817	156444518.24088	76
20231128 110615	551	2951478	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	1078	1	1	1	FALSE	1	0.1	50	0.5	TRUE	2	0.0214202331672594	0.933374656631834	909	49958	13068	156647798.10095	77
20231128 111138	551	2951478	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	29	1	1	1	FALSE	1	0.1	50	0.5	TRUE	2	0.080521602593302	0.791054927304096	47	16117	13788	147535414.292854	78
